,Continent,GDP_Capita,IncomeGroup,Area,Total_Edge_Length,Density,Edge_No,Ave_Path_Length,Assortativity,Diameter,Max_Degree,max_5perc_isolated,max_10perc_isolated,max_20perc_isolated,mean_5perc_isolated,mean_10perc_isolated,mean_20perc_isolated,min_5perc_isolated,min_10perc_isolated,min_20perc_isolated,max_5perc_surloss_e2,max_10perc_surloss_e2,max_20perc_surloss_e2,mean_5perc_surloss_e2,mean_10perc_surloss_e2,mean_20perc_surloss_e2,min_5perc_surloss_e2,min_10perc_surloss_e2,min_20perc_surloss_e2,areaLog,edgeLog,edgeAreaLog
Madagascar,Africa,522.21980923047,Low income,591927.3068338351,17781581.28140309,0.0015099702195599744,2667,45.55848176372674,0.13612511891001625,138,10,80.06209037599173,92.98622091709962,98.30647045082924,46.56313824266764,73.24004656502719,93.16188546276173,13.217179003440242,42.10526315789473,73.22230743946531,0.9771950929478188,0.99569322103784,0.999749439774126,0.6555398257212107,0.8739857065952882,0.9843853456731627,0.24235137670623466,0.6217681163456104,0.880854557153659,13.291139113816111,16.693673720057394,3.4025346062412813
Maldives,Asia,10790.50023682,Upper middle income,299.7373367484578,18362.87549082679,0.07965860597439545,56,5.732574679943101,-0.014827018121907638,14,4,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.702906546971724,9.818086269058725,4.115179722087001
Mexico,North-America,9863.0726988757,Upper middle income,1976578.8306886733,309022995.71382827,1.81817769219185e-05,270528,189.89481820470024,0.16449878516976066,711,24,17.920952896589064,33.92381459776239,90.85699053711848,5.669201855620011,17.51741507180206,71.92787966203448,1.3116057233704292,4.0544145105361435,54.10858887561396,0.8135765527889536,0.9973607000981268,0.9999971984440741,0.6738110186436623,0.8502485665605595,0.9796480532938437,0.5815550019320351,0.7721167183269491,0.9460715533349979,14.496878044904648,19.548926251878857,5.052048206974209
Marshall Is.,Oceania,3788.1635937205797,Upper middle income,301.00944765277757,49467.38889582147,0.14736842105263154,28,4.010526315789473,-0.03703703703703835,11,3,,,,,,,,,,,,,,,,,,,5.707141651807053,10.809068921260565,5.101927269453512
Macedonia,Europe,6093.14769049676,Upper middle income,24808.99187565691,8110110.056873762,0.0006774107009951666,6535,45.86957858938525,0.10309000630895153,117,12,35.03960999390616,56.24542571358868,89.78210020928229,8.196756718348531,21.972007823470534,70.32739435307242,1.2427710102128706,5.609973285841496,38.90539871223378,0.6977290160248444,0.8646102093226269,0.9947574840789084,0.4255363816460163,0.6482327264552851,0.8916541200837294,0.22287433951208424,0.3969513551778888,0.7071293620950121,10.11896144206974,15.90862199651416,5.789660554444421
Mali,Africa,890.737285506382,Low income,1255300.2490856634,28212013.143376347,0.0009715388009564066,4353,43.929455302184714,0.07975722195490717,138,8,63.35587489433643,80.89001549077595,95.76175725147844,20.10852355596067,42.81847841288174,87.53793649300573,1.3947590870667794,9.53252604900028,65.47837114273636,0.8487956641021073,0.9753689714854424,0.9991829004223228,0.5238586759453665,0.7759805593726762,0.982663297661993,0.2142773041586941,0.5466612244778565,0.8715082256490515,14.04288534423348,17.155258443189027,3.112373098955548
Malta,Europe,29416.230607008398,High income,323.13306136971977,584661.4816659786,0.001585256945334772,2881,31.823532454297997,0.062248193260273275,93,8,9.117318435754191,17.510529207104923,69.74679092667488,2.0104607325306803,4.8044777080140335,29.801150774389722,0.4353944937989269,0.43700891674759423,4.505548375596061,0.22477256420993014,0.41562903609574586,0.9522727887505998,0.08653661491987806,0.2145459282091957,0.6305958879923701,0.02818415001334025,0.0818716620784066,0.3903197341267543,5.778064193097628,13.27878829490463,7.500724101807
Myanmar,Asia,1407.81314341043,Lower middle income,670399.2653119658,43888188.96651384,0.00034126359888150533,12881,58.10409419352213,0.09319264031896027,151,8,47.14177788970033,59.00871601404969,96.19781312127236,14.055613300033851,33.57601610461227,82.2739169940344,1.2732615083251715,13.794808405438813,57.61212121212122,0.9036708192019248,0.9883443977560524,0.999665050193446,0.4545206877698913,0.6926040424142825,0.964409855493395,0.2782107084710976,0.5011984499496768,0.7798917077290431,13.41562873225437,17.597155797803595,4.181527065549223
Mongolia,Asia,4295.23502487944,Lower middle income,1577068.0710569825,38075263.72294579,0.0011312261603750138,3746,39.52293209230636,0.0911499466957376,103,8,61.435820334523584,74.50759707371975,94.12537537537537,13.071735445481353,33.26585888597988,82.78966004298715,1.8588058580548252,7.566654149455501,56.947052196770564,0.9593212974997412,0.9901772352318076,0.9995340811169431,0.8443423669321021,0.944240074314998,0.9873785769784525,0.6599678067325112,0.8617970042198608,0.9592444548543724,14.271078029919737,17.45507538312849,3.1839973532087553
Mozambique,Africa,491.80472306373497,Low income,789645.4806173019,36859438.28042652,0.0007752530551406798,5649,68.88345431022995,0.1023515465878562,169,8,63.95011105416026,77.53534362997466,95.39539539539541,22.277548246768745,48.457770013638424,85.74625221017763,0.8707080663709544,7.823479005998286,61.738130441925406,0.8672244285626741,0.955188609733466,0.9943667860685966,0.5360767168513787,0.8221088041953343,0.9765889936180356,0.15420869656387054,0.44236852057244624,0.907180479827412,13.579339365008602,17.422622270817627,3.8432829058090245
Mauritania,Africa,1677.9192526863299,Lower middle income,1043027.425906773,6071106.119472686,0.008084925011321558,607,18.399384639974425,0.02226774101066827,57,8,73.40218238503508,81.00155884645362,94.48558067030396,28.321526363684598,49.8148869836321,77.17614964925956,1.3055339049103665,9.89867498051442,45.53780202650039,0.9244290784310192,0.9746331689829936,0.9980671471635644,0.4347571985102819,0.6991565900863835,0.9219910789309185,0.0008095563520298903,0.14224823564642355,0.5999736029683139,13.857638028849827,15.619051373695049,1.7614133448452234
Mauritius,Africa,11203.5405848607,High income,2027.2570065585496,1528741.0170311818,0.0023191405479992115,2353,23.088705893948354,6.185790917717431e-06,60,10,10.225352112676056,15.007316676602894,50.88402270884023,1.6632263600371016,3.0397431845930045,15.5420439123435,0.5287049399198932,0.5195486748884808,1.9320489598770518,0.2480122660368201,0.3686072467648938,0.7988258177090712,0.06741468833334904,0.15149883053997137,0.43016137468444,0.011228177331318602,0.06564742161113381,0.2309209101627843,7.614438930007398,14.239955089944134,6.625516159936736
Malawi,Africa,411.552340423602,Low income,118008.14785668513,15017543.071168415,0.0017048314205320378,2615,33.75269187339785,0.003078545957899548,93,8,47.44136460554371,54.86123131960071,77.93353539727214,3.3809321567265562,8.109302258954434,39.38853923907355,0.5300443402476939,0.5300443402476939,7.746366395144546,0.7491587485569488,0.8359229480750692,0.9437435289325952,0.15446661203423562,0.3179672607580184,0.7010377310165317,0.03644424818844787,0.14207292269035018,0.411559657072268,11.67850895069691,16.52472961376749,4.846220663070582
Malaysia,Asia,11414.837661866799,Upper middle income,333490.13622096117,41566634.95441018,5.8522326503807775e-05,86701,95.03387781011664,0.050300677088160994,264,12,17.525083612040135,24.34201736806947,86.18288927567278,3.7128426602841236,9.537271291684384,61.27771544127331,1.3222919727527715,1.3245919186513246,27.474288767196477,0.5726836126327199,0.7683413923945633,0.999359143415485,0.45729471358184137,0.6273749890457015,0.9082535543304324,0.3555644599907819,0.530815256529314,0.8014204508687716,12.71736856735158,17.54280835905669,4.82543979170511
Namibia,Africa,4957.4580058496995,Upper middle income,825392.947185036,43256258.66239767,0.0009624268555589776,5075,35.29648588086616,0.06363711669516632,100,8,16.533977822007394,30.41684450135154,72.75955120011362,6.78486707917054,9.613271619795153,32.73366777327622,1.40405616224649,1.4080500640022757,5.698005698005697,0.7893912014254241,0.9254854523949002,0.997367714894668,0.6058741255332325,0.785812791805657,0.9475295294238235,0.392344457817624,0.6448164128354865,0.8360907054216125,13.623614851540385,17.582652489830004,3.9590376382896175
New Caledonia,Oceania,12579.595105586399,High income,18819.165356221183,2251938.740296432,0.0028664919842750413,1618,38.48873334006552,0.009922985289451677,125,10,79.09553214674901,87.02525894966382,95.546264315579,31.882426850279995,58.65527975781127,85.51838405213257,1.7973856209150325,20.08353005266025,53.12273057371096,0.8894977815079617,0.9751289618598384,0.9975605845625564,0.6842521235268784,0.8490799483204767,0.9539466316958543,0.11104118584984804,0.5415831538248737,0.8575623954643165,9.842631063389792,14.627302065516679,4.7846710021268875
Niger,Africa,554.6009686974252,Low income,1187317.7717569158,15683141.691812247,0.0018183075699415565,2629,31.047529826745514,0.04110874872547207,83,17,56.399317406143346,72.6052332195677,91.71217292377702,12.40617207340756,34.121871444823675,73.63009101251423,0.4835039817974972,3.2138794084186566,33.35039817974971,0.8267757288661537,0.9511999600744776,0.995347525428704,0.5267277748016818,0.7775826074061508,0.9529826269445514,0.13316850401394412,0.3288233428918546,0.8415218068139659,13.987207347752857,16.56809691581478,2.580889568061924
Nigeria,Africa,2229.85869624463,Lower middle income,910162.1567094306,116779640.04458506,0.0001072845093324338,47112,96.02153555713377,0.03276015628610859,231,14,8.65571945449485,13.896725131853305,75.55792182439328,2.600783579352258,5.306465132722843,34.51991506957391,0.3888910712181325,0.4029103426693788,5.952729554486509,0.5627125628370839,0.7567795272836806,0.9760076025265758,0.357293513734154,0.5973355329508575,0.9072943734899488,0.2269395699602778,0.43844299225279054,0.8131390626098525,13.721378056804522,18.575799298477058,4.8544212416725365
Nicaragua,Central-America,1912.9037453786896,Lower middle income,128296.4155194305,7375928.105758928,0.0014195512649893675,3440,32.87630385164699,0.06718420622758584,79,8,35.32951289398281,65.56075428895505,91.55760103552424,10.541668396883793,22.139342862507,65.49103768140586,1.539997148153429,3.505508656460152,29.348910101154008,0.697572027988147,0.9208364301396176,0.9957460084678408,0.3990728252916423,0.6154609932791564,0.8983195997925429,0.12560432513197886,0.3715924634373669,0.7165292715853038,11.762098611939328,15.813732297121026,4.0516336851817
Netherlands,Europe,52447.831439191104,High income,37666.90330214085,43239107.08774239,4.6330452030923765e-05,107313,84.8098679336548,0.18321303554820867,250,8,8.411072804704927,14.42239903313526,35.1499467194398,2.504121081391582,4.012400323628751,17.03364244903778,0.5059192552868561,0.5200780117017553,4.867569478435851,0.4696126189068888,0.6794820979557796,0.949458968166288,0.30281539917978495,0.559014451973834,0.8825029665980108,0.2155230317450795,0.4550060892305906,0.8042909596185683,10.536537091364355,17.582255900377348,7.045718809012991
Norway,Europe,75419.63486880889,High income,325694.2653419933,51247175.97682202,0.00010499946532546314,45408,129.64823543817744,0.04376383257787767,471,25,47.77649436904418,74.75602755453502,97.66073478760046,29.153919636336084,52.40622548710099,87.44347772880977,6.291486291486291,31.79604697794328,74.1635687732342,0.9327032806232404,0.9995797572077576,0.9999971247152492,0.8642519040327072,0.9498126767233929,0.9938288308058233,0.765096641815532,0.8916916303770789,0.9760072622289732,12.693714383930912,17.752171071573294,5.058456687642383
Nepal,Asia,1071.0507605655198,Lower middle income,148027.76471841772,21046315.95319173,0.0006341444053694321,5672,53.364784749229536,0.022318400581161444,149,9,58.31365467426032,86.92975090959978,97.36103312745648,13.978730536349355,48.432766650627954,92.09163687288398,1.3704318936877076,11.938418474457665,75.21248432492685,0.9196827086854608,0.9946904106483144,0.9995091652120996,0.625038361995816,0.8345283981910956,0.9891616968512568,0.3336365083560233,0.6235217592911195,0.8761159337867668,11.905155134600445,16.862236088675754,4.95708095407531
Nauru,Oceania,9396.98196681072,High income,22.158760122399013,16856.705554665685,0.6666666666666666,4,1.3333333333333333,,2,2,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0982329091584795,9.732503812383623,6.6342709032251435
New Zealand,Oceania,42084.3533748088,High income,269109.05241290934,18272703.56686833,0.0002328963574624125,21262,76.96782666403253,-0.012092866516858584,242,10,28.44081632653061,63.069387755102035,92.6058631921824,6.28810880833722,19.456915173579024,72.91274258461623,1.6123778501628665,1.6123778501628665,36.40816326530612,0.9470037078095844,0.9951006668150094,0.9997955952308092,0.8267726447984688,0.927014878137827,0.9816016248730368,0.6914556156689909,0.8454694434764578,0.9439717959974294,12.502871975736376,16.720918895888573,4.218046920152198
Oman,Asia,15474.032475363501,High income,309398.7927372033,20147735.84060681,0.00027981776528451184,18025,73.04133943059219,0.019759137884382192,187,10,43.55287569573284,54.60603226560673,91.78834248335475,10.038507774756841,26.359495675691065,72.10572301884412,1.148625130525583,4.355400696864112,47.40168539325842,0.7423803800906236,0.9278374714173292,0.9966015604447348,0.5005332675822333,0.7291488895579356,0.937811565189095,0.2875855864759553,0.5751413574491574,0.8376871964921095,12.642386315165213,16.81860247481309,4.1762161596478755
Pakistan,Asia,1284.70204090039,Lower middle income,876004.8918962333,110213805.12380289,7.706675062741348e-05,62664,97.61294764504166,0.10884780426775023,268,23,21.982001362446667,24.303417198648145,65.51110478359908,4.517199765897512,10.82424497834941,36.155024279177304,0.35192492268316095,0.9788350016621726,13.477864309268226,0.4009589503878201,0.4881578847348406,0.8960158326326143,0.13325321316109903,0.2961651521423067,0.6934514170553983,0.05950624664722118,0.16551642594164498,0.5170114652947306,13.683126954259366,18.51793272019278,4.834805765933413
Panama,Central-America,15731.0160348471,High income,75123.21357855659,7219489.256276567,0.0008534089047149803,5547,67.4356396297433,0.06642004277733382,210,12,66.25351181622872,77.97816015883521,95.26254762299156,17.441872863342333,47.242207571402545,85.22929371977283,1.789857474312231,7.015221707478493,69.13661925239828,0.8861019842358339,0.9904146042805191,0.9994524040046884,0.6648096763805378,0.8766799505833761,0.9683777213745608,0.4371912431681476,0.7436085868669353,0.9260511697844872,11.226884892234398,15.792294768238909,4.5654098760045105
Peru,South-America,6977.695783553821,Upper middle income,1294869.8023972346,123459376.16500434,9.51765595592438e-05,47377,117.81172748422772,0.1768477782106745,375,16,41.83535762483131,70.78765390453702,98.9866576591792,15.53324527801949,43.94014276303822,96.5277426182153,1.707234617985125,15.785026195707285,89.21651221566975,0.9979262724906054,0.9995056357380956,0.9999965224100046,0.9338795795311878,0.9851973085695497,0.9986890903984631,0.7978413179909033,0.9409687706232224,0.986035967290902,14.073920709372029,18.63142272198517,4.557502012613141
Philippines,Asia,3485.0842183662103,Lower middle income,295980.41734908527,34876265.577869706,0.0001478729904806702,30482,105.73689563063984,0.1500567400094886,395,10,46.11556982343499,63.510911424903725,93.14606741573034,28.66199074732497,46.67544952206688,79.98952560832304,3.256336220725056,17.201540436456995,63.63344567485155,0.8070991909223063,0.9876627335170192,0.9994655916633344,0.7137179900003381,0.8024795550994054,0.9132773291811717,0.6388305593798553,0.7466109363191215,0.8492729165824403,12.598048573513244,17.36731708641855,4.769268512905304
Palau,Oceania,15859.434857876799,High income,487.16468406701387,156601.59604564394,0.051178451178451184,76,7.876767676767678,-0.15420560747663728,22,4,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.188602226221158,11.961460254349253,5.772858028128095
Papua New Guinea,Oceania,2845.1801857484197,Lower middle income,465313.44078489015,5790549.045037697,0.00458631443771785,700,37.02427470713106,0.06390340431078413,101,8,82.1611180547665,91.01238495625495,97.2843995000568,44.15742529258039,69.37990001136235,90.68628564935806,1.1703215543688215,26.23565503920009,65.0721508919441,0.9696984178658088,0.986423983323391,0.9991752537457116,0.6094849282156924,0.8441589766940635,0.9770674581949272,0.08474650131943619,0.3976775300141232,0.7724428060918836,13.050466523692974,15.571737671484817,2.5212711477918437
Poland,Europe,15595.227033425901,High income,312463.9209289627,150722865.29533046,3.2993027316290364e-05,150766,112.6643258888538,-0.023403102276261998,277,12,10.806129247168554,14.7679892400807,36.36476503817742,2.8034249143305443,4.562022533560248,15.152953507190265,0.684931506849315,0.6247266820765915,3.651001685077701,0.6446110713889506,0.8344008565542277,0.9894714085818652,0.4672962585377494,0.7159810614990515,0.9560651944102899,0.3586718902622828,0.5997726167594151,0.9114692325106208,12.65224428846606,18.830953379329053,6.178709090862991
Puerto Rico,Central-America,32873.7192730424,High income,8979.731992625262,9405981.622826893,0.000388681733229927,12198,48.86469822534192,0.08549222937325457,135,8,7.890455531453362,14.920010845986987,36.09328641413096,2.232214724584004,3.0026006402708343,12.153932448892151,0.644237652111668,0.6336811111822314,1.7474236702297894,0.5648744339376782,0.6732395326326249,0.9259621745118091,0.3015756559764771,0.5163204520293732,0.794704346264245,0.1616076050003593,0.3715487025138036,0.7061564677891468,9.102725315931641,16.056856387713893,6.954131071782253
North Korea,Asia,647.0,Low income,122778.10597472046,29397172.15062887,0.00029648410246982854,11612,58.313810447541115,-0.023329621364837173,163,8,20.73351903435469,59.101308684908936,93.04126058839603,9.003741131419403,31.756511138641446,81.20221879882182,0.9952999723527786,8.524684270952926,64.95340299350467,0.4809353104338998,0.7927835099982539,0.9902924065889738,0.32892443984618375,0.5868878703383924,0.9076499128696847,0.18666748504070949,0.3993345232327379,0.8111781292011366,11.718133988691468,17.196409042330043,5.478275053638574
Portugal,Europe,23145.0408172828,High income,91989.722397425,60227587.41927234,5.1215100076812793e-05,98723,87.1304423967483,0.011156113008582292,234,12,12.90704558910598,18.502072232089994,59.58965209634255,3.287118465037725,6.905362802119126,32.3070285896797,1.4486391571553996,1.4537444933920702,15.708585783951529,0.7091199610304137,0.8496451495237529,0.9939818105128166,0.5778368340492974,0.7554757853333678,0.9436160184404255,0.4899387668040939,0.6804576542215229,0.876443033291708,11.42943213671934,17.91364106808734,6.484208931368001
Paraguay,South-America,5414.79913793258,Upper middle income,399923.37542138225,22151321.10962085,0.0005293899112209136,9838,55.36734967543523,0.09566723749718432,128,14,31.400029819591474,57.64986579182821,93.58224621382516,5.919962309152607,17.302082148255998,74.24770944860511,1.4760697778440437,1.4804845222072678,32.72645200120373,0.7876517690834308,0.9320066858969206,0.9998482757607524,0.5451729156434223,0.7670720019330605,0.9596916935317233,0.35607052364293124,0.5996121467743318,0.880010803426543,12.899028246293337,16.91340769645201,4.01437945015867
Gaza Strip,Asia,3198.86664447405,Lower middle income,6221.76237912667,4123929.871210692,0.0007677760607448107,6439,46.683560363247864,0.02879819894586158,127,10,36.37440758293839,49.696215503989464,83.44688178483193,4.0264967915882846,11.956496054256611,57.83666892031994,0.7103393843725335,0.7103393843725335,22.37974683544304,0.6494797902754585,0.7970533308651813,0.9861857810320429,0.15035955027691067,0.3442005452971825,0.8242434604846676,0.06141536344736059,0.16562259102776622,0.5144994161775687,8.735808486295436,15.232317118933345,6.496508632637909
French Polynesia,Oceania,14323.820820245,High income,4081.4667604414217,355402.08879679843,0.006977149834292692,680,20.291121576835863,0.05243625473746159,49,8,61.17274167987322,71.75118858954042,93.38351822503962,22.568692663110195,38.30586370839935,72.17393026941363,1.5451664025356575,2.3375594294770203,33.91442155309033,0.8085393188983551,0.9254461284107136,0.99590483523823,0.32263715191593334,0.577960348052101,0.8775774816881661,0.002042731318598617,0.03586029808336077,0.5488022019168518,8.314211702901718,12.781005071997736,4.466793369096019
Qatar,Asia,64781.733197416914,High income,11615.775613828222,5880259.132203211,0.0004066993760540018,13585,34.941441127638306,0.17677028043703366,92,12,7.5971451229183184,19.27365402994584,49.70658207771611,2.2962437422470665,4.395015432719094,21.99905837954712,1.569933396764986,1.569933396764986,3.1245043616177637,0.6988324531813138,0.7612230309100373,0.9661836355538068,0.5364093286407059,0.7022053806060291,0.8261970407799256,0.3887351607790158,0.6180480048901639,0.7873241771384131,9.36011941988663,15.587111389006338,6.226991969119708
Romania,Europe,12919.529644190801,High income,238439.72113263994,70257772.57386832,9.640964105131983e-05,46428,94.80225589174096,0.02629079908666954,238,11,15.46432318992655,31.66038226498505,85.33545478652877,4.602180074278607,11.790163053257858,65.90563263481597,1.26809273728705,1.7451777981892143,30.63156529632992,0.8635898984683873,0.9564746533789109,0.9997381692815084,0.7446913840434994,0.8471000976493269,0.948008088372998,0.645349404705918,0.766937777981343,0.8723805193382902,12.381871815783775,18.0676815016787,5.685809685894924
Rwanda,Africa,801.6561869788071,Low income,25325.769908236605,7487432.385745609,0.002359097485147905,1916,22.216580170529753,0.023429084715185098,57,8,8.291579117504446,16.83833893527052,63.940869361177924,2.733381663212319,3.976073508756861,19.671640015798392,0.5068605365553962,0.4843787842092516,1.453250846270573,0.2347301327297333,0.484716274512685,0.9316287907439708,0.0875967692030056,0.19515476624435313,0.5295809517440299,0.023663416346068715,0.0900639867429157,0.2765535441057574,10.13957772976975,15.828736491080676,5.689158761310926
Saudi Arabia,Asia,23139.798656121402,High income,1924952.23462866,145391418.56832424,3.6903061727612255e-05,139764,116.11488292241476,0.1511207306196338,280,28,14.543613969967945,26.988684343860843,93.41104916371008,5.869601018219949,14.07404669605487,66.9236778075409,1.669477234401349,3.8546069315300087,40.380407338831844,0.9620878980677616,0.9968141540814256,0.9999879326061232,0.8862318552487881,0.9774626612995908,0.9991820506733035,0.8000228555358191,0.9338475560557148,0.9944789356675326,14.470411712216253,18.7949401018469,4.324528389630649
Sudan,Africa,441.505603374484,Low income,1883877.0824138862,29671564.667266134,0.0005030190557131125,9351,59.264040517375356,0.08223195558838578,161,9,77.28726020659124,91.51500245941958,97.74547246519649,32.20466495153611,67.01897850686144,93.83506123157734,1.7074069524628426,15.614165428429915,83.62227960162302,0.9334396929229158,0.9927555175424138,0.999487321969057,0.570044051918347,0.8508056602800319,0.986166284086347,0.1981222859409003,0.4685465131283375,0.937590274849864,14.448842489109934,17.205699726544413,2.7568572374344793
Senegal,Africa,1446.8309649940802,Lower middle income,196861.6866796517,14583849.169689067,0.0011082218070803435,4604,38.59938335303532,-0.014187751040256697,118,14,32.391608391608386,51.85133823325475,71.34120917303683,6.303004208349278,14.351778174860975,44.47286509196175,1.379214265812204,1.4102206087685003,8.849557522123893,0.5365209298271943,0.9037343722121504,0.9723298235148642,0.32467127178271765,0.49090490184108304,0.6914473089179662,0.08726361903578861,0.2578276768732116,0.5438871633629979,12.190256663061014,16.49542525311005,4.305168590049034
Singapore,Asia,65233.282439230185,High income,696.7693990358958,2715448.6254138867,0.000375547847597537,13967,36.02754819714447,0.17231911236274014,106,8,3.1685154590512155,7.211436532695277,15.124454272268526,1.1524198713894502,1.4462341017197051,4.396692084536455,0.3425789584397632,0.30919866013913944,0.31091988316949853,0.14339899711007556,0.3231559645251946,0.6532659728173666,0.07467697490974787,0.1839506387227095,0.4932444008697662,0.03545261521250211,0.10924076453275387,0.36055456575582295,6.546454508150139,14.814467737262746,8.268013229112608
Solomon Is.,Oceania,2127.53850760272,Lower middle income,28550.296458107507,158479.2012309761,0.09206349206349207,58,5.220634920634922,0.07955482275350381,15,6,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.259422598851874,11.973378641171543,1.7139560423196698
Sierra Leone,Africa,504.46254336648,Low income,72722.48184300913,7210409.205705118,0.002788050801295834,1556,32.63454316103323,0.0034901019262286873,94,8,40.95907147220525,72.96920934550518,94.17866542808484,11.839162576697907,25.68175966770489,73.28893895232319,1.5946740981576095,3.3380127905162995,40.65304859176725,0.9119415556739188,0.9690497968674124,0.9980788311438862,0.437133199980131,0.6955654868900116,0.949886823729611,0.07362508800585191,0.22200907304116246,0.7688300988258916,11.194405857023238,15.791036262949518,4.596630405926279
El Salvador,Central-America,4187.2500311069,Lower middle income,20429.16593483474,8575471.753654283,0.0006705456110338616,7099,44.757633891164176,0.09254954024480527,121,12,40.6009527299377,44.02100891657506,75.63025210084034,4.4779193179783885,9.788650268791633,46.92649907004899,1.1943539630836049,1.244400199104032,10.91780131114473,0.5727182595474798,0.7681043012261652,0.9506202995092771,0.29897620575372685,0.4884062674898813,0.790475041852316,0.12124174958053074,0.3226319899156081,0.5905651372285965,9.924718861468481,15.964416564506422,6.039697703037941
San Marino,Europe,48481.01330421071,High income,61.22912750467134,138191.31268877332,0.010306766404327379,423,16.662459491727788,0.03838138900466005,53,4,22.52215124665156,28.539048011539247,76.63301050896352,7.037473138853727,8.128706184032787,36.250616613278886,0.9684731094168557,0.9684731094168557,1.1848341232227488,0.35761258892001835,0.6872218290146365,0.94330003201205,0.07761322488890346,0.17542958500217634,0.5748321237697679,0.001089127929529128,0.01341134664509152,0.13067333106045453,4.1146230159137565,11.83639432791135,7.721771311997593
Somalia,Africa,126.924920542559,Low income,634535.0177624609,15146685.20256002,0.002905705983697189,1582,29.811816047872515,0.10243380459509137,80,8,53.332127678813634,76.19635145853529,90.97100943066711,15.87707713842541,37.63745215507499,74.11775914780429,0.8672798948751642,1.2334047109207709,53.80952380952381,0.7218118621666367,0.9301151285488856,0.9922601951297412,0.2596704560658263,0.533266639439915,0.8765960102476,0.02126135793014084,0.04507543297415833,0.6701226657254007,13.360647754152637,16.533292267468877,3.172644513316238
Serbia,Europe,7402.354558620409,Upper middle income,78181.55656802935,20178843.340747986,0.0003433892882524084,14126,49.71961452692753,0.04415843555941229,141,10,10.805888602215814,16.00970285021225,56.67070952092177,3.3529925706703962,6.099684167310783,26.66995841775463,1.483590588940506,1.4838129496402876,6.300963676797627,0.6623984877049403,0.8207902976904938,0.9977060004163948,0.40760806952047335,0.6541843439529625,0.9191560454489727,0.26532920601071397,0.4815530249741464,0.8278422736432212,11.26678904920284,16.820145254138424,5.553356204935585
South-Sudan,Africa,1119.65133267823,Low income,630300.4540473459,14367092.795859015,0.0036239282993792642,1118,29.39420430787184,0.04737190217965027,85,8,68.14793680231107,77.43150684931507,90.50353041865772,22.528818608817787,42.316844077154485,78.85265080999409,0.9740141740868615,3.1348196917551996,28.23085681753487,0.9367737530300324,0.9552156764459768,0.9931589082389224,0.4575097167734476,0.7285396175407363,0.9522838449745038,0.07821299110261441,0.244219340569368,0.8223872665772566,13.353951895867983,16.480450926930654,3.1264990310626706
Sao Tome & Principe,Africa,1994.90646719089,Lower middle income,1003.0608032125,272012.8436967951,0.029697315819531694,156,8.196268798781649,0.13327734349764084,24,7,20.210105052526263,56.17808904452226,57.5287643821911,9.24978618341429,11.270135067533767,16.965149241287314,2.351175587793897,2.351175587793897,2.1010505252626315,0.30657873030595945,0.7819491775578228,0.8349250743815343,0.04665631251943325,0.08934105625091096,0.21082265471887432,0.0,0.00030291113740820303,0.009425027072104656,6.91081140747299,12.513604563636841,5.602793156163851
Suriname,South-America,6854.906561484089,Upper middle income,146403.79501730722,1659818.4713473863,0.008409052429595349,596,14.687425926971047,-0.020200154525327883,39,8,48.48484848484849,78.90011223344557,89.56228956228956,16.937242202634977,27.019617471006363,51.92199775533106,3.8159371492704826,3.8159371492704826,3.8159371492704826,0.7803174573535255,0.9642542601855192,0.9927913706490308,0.2533345245961768,0.4397979908788179,0.6915871169546344,0.0029166425558084107,0.07642984091684392,0.34313214641242057,11.894123802422738,14.322218799743066,2.4280949973203274
Slovakia,Europe,19329.0968007902,High income,49089.02949299565,19927594.522601813,0.00026738555556835047,15743,77.72762019586217,0.06396547978039936,217,8,16.856856856856854,46.470588235294116,83.52731855586033,4.644541067848301,12.84900896549085,67.20066500946967,0.6461830852074754,1.1471518987341773,32.583868665239116,0.7104892403195521,0.8769752695381355,0.997223549466756,0.5039672580070993,0.7578006853123855,0.9601293387488227,0.33994308046800226,0.5682355525952874,0.9026716924872796,10.801390856903435,16.807615988597608,6.006225131694174
Slovenia,Europe,25739.2478143246,High income,19966.597709720158,10236209.03910906,0.000580536741864847,7581,46.3700140252347,0.041810089339942784,138,8,13.11428841965723,19.06531091122409,66.68660287081339,3.668240445982898,6.9789880767916355,26.77259595427128,0.9499623777276148,0.9276611694152923,9.166282818977429,0.5384786465256794,0.7112384462972259,0.9840637772116936,0.33775766742483965,0.5463640020581993,0.8435963688386527,0.18509467933878512,0.40242093317698346,0.7255193063776564,9.901816041826136,16.14144189800611,6.239625856179974
